product_name,start_range,end_range
Authentic Celtic Harp Hand Carved c.1900,12140,20650
Certified Bessarabian Floral Kilim,6420,11340
Provenance African Beaded Ceremonial Crown Post-War,3470,4680
Terracotta Statuette Good Condition,14540,37110
Delicate Terracotta Statuette Georgian Period,9330,25520
Authentic Hasselblad 500C Camera c.1970 From Private Collection,13560,30000
Restored Mobil Pegasus Neon Sign c.1920,430,860
Distinguished Geological Survey Map Victorian,4110,8050
Superb Terra Cotta Garden Planter Large c.1860,6550,15000
Exquisite Japanese Koban Gold Georgian Period With Provenance,39910,56200
Colonial Revolutionary War Musket Recently Conserved,4720,7820
Signed Tonalist Twilight Scene,47980,97470
Hammond B3 Organ Georgian Period,4670,15420
Certified Soapstone Animal Carving c.1860,12760,33610
Indonesian Wayang Puppet Antique,20960,36020
Fine Plaster Maquette Modernist Period,30680,80000
Published Derek Jeter Game Bat Regency Period,19670,50000
Theodolite Surveying Instrument,7310,15000
Matchbox Lesney Collection c.1840,2840,5360
Alfred Stieglitz Equivalent Print Good Condition,11390,30000
Certified Matchbox Lesney Collection Excellent Condition,5640,15000
Exhibited Hooked Rug Floral Design Regency Period,160,250
Outstanding Hawaiian Missionaries Stamp With Certificate,24980,50000
Certified Victorian Garden Bench Iron Edwardian Era,4040,12350
Galle Cameo Glass Vase 18th Century,9660,25000
Documented Mystery Clock Art Deco Empire Period,8000,18000
Remarkable Marklin Tin Train Set Edwardian Era Excellent Condition,6920,15000
Whittled Walking Cane c.1920,7070,9230
Student Lamp Brass Double c.1920 Good Condition,8060,13350
Bobby Orr Signed Stick Post-War,19530,50000
Restored Wax Fruit Under Glass Dome Art Nouveau Period,2250,6970
Original Balloon Clock Edwardian,3220,9420
Unique Macallan 25 Year Single Malt,3180,8320
Published Billiard Cue Antique Inlaid c.1950 As Found,5140,9030
Museum Quality Toulouse-Lautrec Moulin Rouge Poster Georgian Period,3370,9270
Fine Tavern Clock Act of Parliament,5530,18000
Superb Tempera on Panel c.1940 From Private Collection,370,1060
Cappiello Campari Poster Federal Period,5350,12000
Grand Sextant Ebony Frame Late Victorian,3860,10740
Documented Steering Wheel Nardi Wood,1460,3870
Magnificent William & Mary Gatelegged Table c.1930 Estate Fresh,11710,25000
Museum Quality Mercury Dime Full Bands,36620,100000
Maori Carved Tiki Figure c.1840,10120,13270
Choice Bakelite Telephone Rotary,6760,18300
Original Longines Heritage Diver c.1880,3160,8780
Unmatched Digital LED Watch 1970s,36240,66740
Scarce Arts & Crafts Mica Shade Lamp c.1800,1270,1770
Period Carved Stone Gargoyle c.1840,1400,4740
Distinguished Confederate Currency Note Early 20th Century,6070,18900
Delicate Northwest Coast Totem Pole Model c.1970,9860,25220
Historic Cast Iron Garden Urn Pair c.1950 Good Condition,1040,2880
Maxfield Parrish Print Framed Federal Period,1230,3610
Remarkable Vintage Pucci Silk Dress,10710,35000
Vintage 17th Century World Map Belle Epoque As Found,3650,12000
Exhibited Ceramic Raku Sculpture c.1800,31960,80000
Holland & Holland Double Rifle,4610,6260
Matchbox Lesney Collection Art Nouveau Period,4040,10000
Indonesian Wayang Puppet Antique Mid-Century,16190,39650
Hudson River School Landscape Modernist Period,57370,142480
Outstanding Weller Sicard Vase c.1920,11370,23890
Morgan Silver Dollar BU c.1920,11910,33060
Colonial Greek Tetradrachm Early 20th Century,31230,47310
Attributed Imogen Cunningham Magnolia Print Good Condition,6780,11800
Provincial Chinese Cloisonne Vase Late Victorian From Private Collection,17410,33620
Provenance Daum Nancy Pate de Verre Empire Period,3720,5830
Grand Auto Racing Trophy 1960s Post-War Good Condition,470,1050
Scarce Audubon Birds Print c.1950 From Private Collection,5640,15390
Notable Chartreuse VEP Green Mid-Century,2850,9380
Notable Mark Twain Signed Manuscript Page,6700,22100
Dunhill Leather Briefcase Museum Deaccessioned,6760,15670
Attributed Sebastiao Salgado Workers Print Late Victorian Excellent Condition,6520,16090
Fine Postal History Cover Collection c.1910,20910,50000
Choice Spanish American War Poster 18th Century,5250,9840
Berenice Abbott Manhattan Print,3920,13080
Polo Mallet Collection,1810,3860
Indian Head Gold Eagle Art Deco Period,14860,30970
Monumental Hawaiian Missionaries Stamp,18250,50000
Oversized Psychedelic Rock Concert Poster Mid-Century With Certificate,1090,3160
Rare France Ceres Issue c.1930,2720,8080
Rare Penny Bank Mechanical c.1950,7380,14770
Oversized Napoleonic Era Cavalry Saber 18th Century Unrestored,1380,3090
Oversized Vietnamese Ceramic Bowl Unrestored,23630,60000
Matched Cassandre Normandie Poster Early 20th Century,5790,12000
Authentic Antique Fireplace Mantel Marble,5290,7590
Ornate Zuni Fetish Carving Collection 18th Century,9240,18700
Documented Breguet Classique,14990,35630
Original Tempera on Panel Federal Period,22570,63710
Vintage Vienna Regulator Wall Clock c.1940,1480,3650
Attributed Biedermeier Secretaire c.1800,10310,25000
Exquisite Japanese Lacquer Writing Box c.1970,18930,59400
Navajo Chief's Blanket From Private Collection,4900,9150
Remarkable Carved Wood Totem c.1880,3070,10490
Authentic Art Nouveau Opal Pendant,19350,26230
Woodstock Festival Poster c.1780,5970,10460
Select Polaroid SX-70 Camera,14910,30000
Vintage Incunabulum Leaf 1480s c.1910,11820,25350
Estate Dorothea Lange Migrant Mother Print Early 20th Century,3940,5320
Historic Easter Island Moai Replica,360,760
Irving Penn Still Life Print c.1780,4800,14270
Butler's Tray Table c.1820,10040,25000
Planimeter Measuring Instrument,6240,15000
Val Saint Lambert Vase Art Nouveau Period Estate Fresh,2510,7670
Important Tom Brady Signed Football Good Condition,18940,28340
Fine Wilt Chamberlain Jersey c.1880,6510,12290
Oversized Nantucket Lightship Basket Post-War,130,300
Documented Soapstone Animal Carving Edwardian Era,5320,11040
Stumpwork Embroidery Panel c.1880,3710,11370
Important Banjo 5-String Prewar Gibson Art Nouveau Period,26640,57170
Monumental Op Art Optical Illusion Belle Epoque,18560,57530
Galle Cameo Glass Vase Regency Period Museum Deaccessioned,8400,20850
Larry Bird Game Worn Sneakers c.1800 With Certificate,22950,50000
Magnifying Glass Sterling Handle Museum Deaccessioned,6420,15000
Pristine Oil on Canvas Landscape c.1940,34240,58610
Pristine Bobby Orr Signed Stick Regency Period,19010,31670
Continental Quezal Art Glass Shade Belle Epoque,4880,14120
Notable Boulle Marquetry Bracket Clock,8170,25000
Important Hepplewhite Sideboard c.1800,8160,19080
Period Buffalo Nickel Proof Edwardian Era With Provenance,4180,14340
Fine Byzantine Gold Solidus Federal Period,7860,17780
Cartier Silk Scarf Edwardian Era With Certificate,13320,34320
Soviet Constructivist Propaganda Poster Georgian Period,140,400
Chippendale Secretary Desk Edwardian Era,2370,3530
Choice 1985 Sassicaia,11960,23480
Bach Stradivarius Trumpet Arts & Crafts Era With Provenance,20900,27920
Late Surrealist Dreamscape,35800,51800
Silhouette Portrait Collection,6190,11500
Magnificent F. Scott Fitzgerald Signed Copy Late Victorian,19820,45680
Distinguished Nurses Watch Enamel Dial Excellent Condition,37180,85990
Vintage Cartier Watch Federal Period Good Condition,3380,9840
Exquisite Perfin Stamp Collection,840,2370
Choice Fencing Foil Set Antique c.1880,5970,12000
Signed Rookwood Art Pottery Vase Unrestored,8250,23890
Murano Glass Chandelier 12 Arm,5770,11970
Chinese Cash Coin Collection c.1820 Museum Deaccessioned,39100,100000
Superb Oscar Wilde Signed Letter,4070,8630
Diane Arbus Twins Print,7480,21070
Select Lehmann Wind-Up Toy Late Victorian Good Condition,5190,15000
Magnificent Leather Gun Case Victorian c.1780,5620,8670
Castrol Oil Can Collection c.1970,50,160
Christofle Silver Tureen,3520,7900
Magnificent Zuni Fetish Carving Collection Excellent Condition,18180,31200
Monumental Meissen Porcelain Figurine Edwardian Era Museum Deaccessioned,490,1420
Skeleton Mechanical Watch c.1780 As Found,23100,56940
Historic Diego Maradona Signed Shirt,13020,28030
Early Carriage Clock Brass Repeating Regency Period,1390,3490
Hennessy Paradis Imperial,7180,12120
Delicate Stone Abstract Form c.1910,34460,53930
Grand Game Bird Print Set Framed c.1820,5960,12000
Boulle Marquetry Bracket Clock Regency Period,1700,3290
Bernard Leach Charger,17620,35740
Late Acrylic Abstract 19th Century As Found,49160,76480
Unique Ancient Map Folio,24880,41400
Early Garry Winogrand Airport Print Arts & Crafts Era Excellent Condition,1980,5480
Distinguished Cold War Era Spy Camera 18th Century,3420,10860
Ornate Kilim Flatweave Runner 19th Century As Found,4440,7290
Restored Venetian Lattimo Glass Bowl,4150,8920
Pristine Antique Fishing Reel Collection Estate Fresh,4900,12000
Historic GI Joe Prototype Late Victorian,5230,12170
Art Deco Beaded Flapper Dress From Private Collection,11620,32230
Remarkable Surveyor's Transit Brass c.1880 Estate Fresh,900,1520
Mystery Clock Art Deco c.1930,6190,18000
Estate Beatrix Potter First Edition c.1880,1580,5380
Kinetic Metal Sculpture,38610,80000
Provincial Sega Genesis Console Boxed c.1840 Museum Deaccessioned,2150,5770
Rare Stone Abstract Form,34500,66180
Vintage Bottega Veneta Clutch With Provenance,5880,17930
Romanee-Conti Grand Cru 2005 Modernist Period Excellent Condition,1050,2870
Provincial Antique Sapphire Earrings With Provenance,17810,28920
Carriage Clock Brass Repeating,5010,16940
Superb Hamilton Khaki Field Late Victorian Estate Fresh,12440,24820
Museum Quality Plein Air Coastal Scene c.1950,25810,78630
Cricket Bat Signed Vintage,3080,6120
Vintage Robert Mapplethorpe Flower Print,4480,7760
Exquisite Mercator Projection Original Georgian Period From Private Collection,4370,11950
Marine Chronometer Boxed Edwardian Era With Certificate,7540,10280
Colonial Ship's Bell Clock Chelsea,1440,3140
Art Deco Wristwatch 18th Century Good Condition,55450,117700
Unmatched Vintage License Plate Collection Art Nouveau Period,1760,5000
Grueby Faience Tile,1320,4200
Rare Victorian Silver Candelabra Museum Deaccessioned,9990,20000
Federal Period Console 18th Century Museum Deaccessioned,3760,8550
Scrimshaw Whale Tooth Early 20th Century,4270,5740
Exhibited Sterling Silver Cigar Box,8670,20000
Period First Edition Hemingway Novel c.1910 With Provenance,1620,4860
Published WWI Trench Art Vase Good Condition,4230,9540
Ormolu Mounted Marble Urn,100,260
Pembroke Drop-Leaf Table,8430,20020
Pairpoint Puffy Boudoir Lamp c.1940,2050,5910
Remarkable Revolutionary War Musket c.1970 With Certificate,5460,12140
Tiger Woods Tournament Putter Good Condition,5940,16520
Attributed Student Lamp Brass Double,9030,20000
Stradivarius Violin Copy Mid-Century,27050,60000
Rare Reclaimed Church Doors Oak,4330,9740
Exquisite Chopard Alpine Eagle 18th Century Unrestored,30400,51560
Exceptional Vintage Cartier Watch Excellent Condition,21820,69310
Tavern Sign Iron Bracket c.1880,350,1140
Important Indian Brass Temple Bell Arts & Crafts Era,15900,37670
Reclaimed Church Doors Oak Art Nouveau Period Recently Conserved,7380,15000
Stradivarius Violin Copy,22000,46930
Signed Beatles Concert Poster Original,990,3290
Notable French Empire Crystal Chandelier,7380,9770
Restored Herend Figurine Hand Painted,4730,15460
Select Haut-Brion 1989 Arts & Crafts Era As Found,2690,4910
Betty Lamp Iron Colonial Belle Epoque,7200,9680
Calculating Machine Brunsviga c.1960 Estate Fresh,7460,15000
Scarce Art Deco Chrome Floor Lamp Late Victorian Unrestored,6320,16710
Partner's Desk Leather Top Art Nouveau Period,5860,15410
Late Chinese Export Silver Tea Caddy,470,850
Wax Fruit Under Glass Dome c.1940 Estate Fresh,6940,19800
Exquisite Hofner 500/1 Bass Guitar Recently Conserved,7520,11320
Terracotta Statuette,9450,17410
Provincial Greek Tetradrachm,10180,13730
Skeleton Mechanical Watch Art Nouveau Period,36150,99570
Exceptional Tachisme Drip Painting c.1960,29880,63400
Exhibited Chanel Classic Flap Bag 19th Century,1350,3940
Pristine Ming Dynasty Blue White Vase Art Deco Period Estate Fresh,7140,20260
Historic Incunabulum Leaf 1480s Georgian Period Excellent Condition,18790,36060
Choice Ted Williams Signed Photo Belle Epoque,23590,50000
Historic Aneroid Barometer Victorian Regency Period,7450,17920
Late Georgian Tallboy Chest Post-War,10750,25000
Signed Irving Penn Still Life Print c.1900,14650,19970
Rolling Ball Clock Brass Estate Fresh,4000,5270
Exquisite Vintage Gucci Bamboo Bag Art Nouveau Period,4830,14780
Select Gibson Les Paul Standard 1959,12600,28380
Notable Longcase Grandfather Clock,1440,3320
Ornate Steering Wheel Nardi Wood Arts & Crafts Era,1300,4370
Unique Chinese Cloisonne Vase,9260,15120
Superb Cubist Still Life Museum Deaccessioned,11220,28950
Original Hepplewhite Sideboard,11420,16150
Thorens TD-124 Turntable c.1960,4230,13590
Vintage Girard-Perregaux Laureato Unrestored,41440,113090
Unmatched Baccarat Crystal Wine Glasses c.1920 From Private Collection,8140,24740
Original Carriage Clock Brass Repeating Edwardian Era,310,410
Grand Federal Period Console Arts & Crafts Era,6790,20310
Signed Night Clock Oil Lamp Italian c.1780,930,1360
Antique Aboriginal Boomerang Carved,2840,5480
Premier Reclaimed Barn Door,3040,9840
Historic Haut-Brion 1989 c.1880,7300,12140
Vintage Dashboard Clock Jaeger Georgian Period,1620,3000
William & Mary Gatelegged Table c.1970,11380,25000
Superb Kinetic Metal Sculpture Federal Period,24200,61320
Nantucket Lightship Basket c.1960 Recently Conserved,3010,9330
Documented Van Briggle Lorelei Vase Post-War,15700,22530
Museum Quality Hooked Rug Floral Design Unrestored,3080,6750
Select Ship Figurehead Carved,1890,2820
Fine Holland & Holland Double Rifle,1890,3080
Ptolemy Atlas Page Georgian Period From Private Collection,220,290
Greek Tetradrachm Art Nouveau Period,47530,100000
Notable Indian Mughal Miniature Painting,25140,59920
Matched Krug Collection 1988,10480,13830
Carved Coral Cameo Pendant,7260,13410
Remarkable Bessarabian Floral Kilim Museum Deaccessioned,1360,3300
Colonial Antique Brass Car Horn,830,2650
Magnificent Sinumbra Lamp Cut Glass Shade Belle Epoque,8360,20000
Authentic Papua New Guinea Spirit Mask Mid-Century Excellent Condition,16180,29060
Meccano Construction Set Vintage,2020,4660
Matched Confederate States Collection c.1910 Good Condition,20440,30040
Exceptional Tag Heuer Monaco c.1970,41690,83460
Nurses Watch Enamel Dial Arts & Crafts Era,50290,66080
Vintage Silver Mounted Cut Glass Claret Jug Late Victorian,990,3300
Exhibited Ted Williams Signed Photo,9500,16050
Early Chinese Snuff Bottle Jade c.1930,25040,60000
Documented Estate Platinum Band,32500,75000
Exceptional Cold War Era Spy Camera c.1840,5790,20000
Rare Antique Decoy Duck Carved,300,740
Antique Rolex Submariner,54300,116180
Exquisite Compass Surveyor's Brass Mid-Century,5090,14260
Exhibited Civil War Letters Collection c.1920,12770,31660
Mainbocher Evening Dress,6200,15120
Period Richard Avedon Portrait Print c.1820,10500,16290
Exceptional Girandole Mirror Candelabra Mid-Century,4600,6820
Authentic Sinumbra Lamp Cut Glass Shade c.1900,8140,19520
Matched Star Wars Vintage Figures Set Late Victorian,7070,11760
Delicate Codex Fragment Medieval,15980,49350
Certified Marklin Tin Train Set c.1920,3830,9230
Exhibited Saint Louis Crystal Goblet Set,3680,8870
Outstanding Hall Tree Coat Stand 19th Century,7240,14460
Whirligig Carved Sailor Mid-Century,3820,11470
Grand Mercury Barometer Stick Type c.1900,5730,18000
Scarce Watercolor Mountain View c.1880 Good Condition,73550,150000
Indian Mughal Miniature Painting c.1970,15040,43220
Vintage License Plate Collection,2040,3100
Late Chrysoprase Brooch,32800,75000
Exceptional Skeleton Clock Victorian Late Victorian,5590,10630
Select Soviet Constructivist Propaganda Poster,5840,12000
Miniature Tiffany Wisteria Table Lamp Post-War,5460,13920
Mixed Media Collage,49820,73400
Original British Redcoat Uniform Button Collection Arts & Crafts Era,9030,20000
Exhibited Donegal Arts Crafts Carpet c.1880 As Found,190,470
Published Sevres Porcelain Clock Garniture From Private Collection,3460,6370
